_id,from_id,to_id,properties
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42295,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:22,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7188,"{""doseUnit"": ""MG/M**2"", ""route"": ""Intravenous drip"", ""doseAmount"": ""1.3"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""3""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42296,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:23,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7199,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""40"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42297,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:24,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7190,"{""doseUnit"": ""MG"", ""route"": ""Subcutaneous"", ""doseAmount"": ""2.9"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42298,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:25,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7176,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""25"", ""indication"": ""Unknown"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42299,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:25,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7177,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""40"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""3""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42300,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:27,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7163,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""8"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42301,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:29,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7177,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""20"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42302,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:30,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7190,"{""doseUnit"": ""MG/M**2"", ""route"": ""Intravenous drip"", ""doseAmount"": ""1.3"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42303,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:30,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7177,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""40"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""3""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42304,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:34,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7178,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""75"", ""indication"": ""Neuralgia"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42305,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:35,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7163,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""40"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42306,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:36,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7189,"{""doseUnit"": ""MG"", ""route"": ""Intravenous drip"", ""doseAmount"": ""68"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42307,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:36,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7163,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""20"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""3""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42308,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:37,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7222,"{""doseUnit"": ""MG"", ""route"": ""Intravenous drip"", ""doseAmount"": ""900"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42309,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:37,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7177,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""28"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""3""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42310,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:38,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7179,"{""doseUnit"": ""MG/KG"", ""route"": ""Intravenous drip"", ""doseAmount"": ""1.19"", ""indication"": ""Unknown"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42311,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:39,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7224,"{""doseUnit"": ""MG"", ""route"": ""Subcutaneous"", ""doseAmount"": ""90"", ""indication"": ""Unknown"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42312,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:41,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7191,"{""doseUnit"": ""G"", ""route"": ""Oral"", ""doseAmount"": ""1.5"", ""indication"": ""Cataplexy"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42313,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7191,"{""doseUnit"": ""G"", ""route"": ""Oral"", ""doseAmount"": ""1.25"", ""indication"": ""Somnolence"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42314,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:43,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7191,"{""doseUnit"": ""G"", ""route"": ""Oral"", ""doseAmount"": ""3"", ""indication"": ""Unknown"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42315,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:47,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7176,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""25"", ""indication"": ""Unknown"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42316,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:48,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7235,"{""doseUnit"": ""MG"", ""route"": ""Unknown"", ""doseAmount"": ""1.25"", ""indication"": ""Unknown"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42317,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:49,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7176,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""10"", ""indication"": ""Unknown"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42318,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:50,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7191,"{""doseUnit"": ""G"", ""route"": ""Oral"", ""doseAmount"": ""4.5"", ""indication"": ""Narcolepsy"", ""drugSequence"": ""3""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42319,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:51,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7176,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""5"", ""indication"": ""Unknown"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42320,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:51,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7163,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""40"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""4""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42321,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:51,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7237,"{""doseUnit"": ""MG"", ""route"": ""Intravenous drip"", ""doseAmount"": ""1650"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""6""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42322,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:51,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7190,"{""doseUnit"": ""MG"", ""route"": ""Subcutaneous"", ""doseAmount"": ""2"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""7""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42323,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:52,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7244,"{""doseUnit"": ""MG/M**2"", ""route"": ""Intravenous (not otherwise specified)"", ""doseAmount"": ""25"", ""indication"": ""Hodgkin's disease"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42324,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:52,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7245,"{""doseUnit"": ""MG/M**2"", ""route"": ""Intravenous (not otherwise specified)"", ""doseAmount"": ""1.4"", ""indication"": ""Hodgkin's disease"", ""drugSequence"": ""3""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42325,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:52,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7246,"{""doseUnit"": ""MG/M**2"", ""route"": ""Intravenous (not otherwise specified)"", ""doseAmount"": ""125"", ""indication"": ""Hodgkin's disease"", ""drugSequence"": ""4""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42326,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:52,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7171,"{""doseUnit"": ""MG/M**2"", ""route"": ""Oral"", ""doseAmount"": ""20"", ""indication"": ""Hodgkin's disease"", ""drugSequence"": ""5""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42327,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:52,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7237,"{""doseUnit"": ""MG/M**2"", ""route"": ""Intravenous (not otherwise specified)"", ""doseAmount"": ""600"", ""indication"": ""Hodgkin's disease"", ""drugSequence"": ""6""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42328,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:54,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7249,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""240"", ""indication"": ""Multiple sclerosis"", ""drugSequence"": ""3""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42329,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:56,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7178,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""300"", ""indication"": ""Neuropathy peripheral"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42330,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:57,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7176,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""10"", ""indication"": ""Unknown"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42331,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:58,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7254,"{""doseUnit"": ""MG"", ""route"": ""Subcutaneous"", ""doseAmount"": ""3.8"", ""indication"": ""Unknown"", ""drugSequence"": ""5""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42332,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:60,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7254,"{""doseUnit"": ""MG/KG"", ""route"": ""Subcutaneous"", ""doseAmount"": ""0.5"", ""indication"": ""Short-bowel syndrome"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42333,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:61,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7163,"{""doseUnit"": ""MG"", ""route"": ""Intravenous drip"", ""doseAmount"": ""40"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42334,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:61,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7189,"{""doseUnit"": ""MG"", ""route"": ""Intravenous drip"", ""doseAmount"": ""60"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""3""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42335,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:62,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7178,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""200"", ""indication"": ""Neuropathy peripheral"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42336,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:62,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7277,"{""doseUnit"": ""MG"", ""route"": ""Unknown"", ""doseAmount"": ""10"", ""indication"": ""Unknown"", ""drugSequence"": ""4""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42337,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:64,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7280,"{""doseUnit"": ""MG"", ""route"": ""Unknown"", ""doseAmount"": ""75"", ""indication"": ""Unknown"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42338,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:66,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7177,"{""doseUnit"": ""MG"", ""route"": ""Intravenous drip"", ""doseAmount"": ""8"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42339,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:68,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7190,"{""doseUnit"": ""MG/M**2"", ""route"": ""Subcutaneous"", ""doseAmount"": ""1.3"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42340,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:69,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7163,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""20"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42341,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:70,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7222,"{""doseUnit"": ""MG"", ""route"": ""Intravenous drip"", ""doseAmount"": ""10"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42342,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:70,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7163,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""10"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""3""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42343,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:72,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7190,"{""doseUnit"": ""MG/M**2"", ""route"": ""Subcutaneous"", ""doseAmount"": ""1.3"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42344,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:72,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7163,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""20"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""3""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42345,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:75,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7190,"{""doseUnit"": ""MG/M**2"", ""route"": ""Subcutaneous"", ""doseAmount"": ""1.3"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42346,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:75,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7163,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""40"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""3""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42347,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:76,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7163,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""40"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42348,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:76,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7190,"{""doseUnit"": ""MG/M**2"", ""route"": ""Subcutaneous"", ""doseAmount"": ""1.3"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""3""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42349,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:79,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7190,"{""doseUnit"": ""MG/M**2"", ""route"": ""Subcutaneous"", ""doseAmount"": ""1.3"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42350,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:79,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7177,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""20"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""3""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42351,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:79,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7302,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""10"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""4""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42352,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:81,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7178,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""200"", ""indication"": ""Neuralgia"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42353,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:82,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7178,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""75"", ""indication"": ""Neuropathy peripheral"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42354,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:83,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7163,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""20"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42355,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:84,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7190,"{""doseUnit"": ""MG"", ""route"": ""Subcutaneous"", ""doseAmount"": ""2.5"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""2""}"
5:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:42356,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:84,4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:7177,"{""doseUnit"": ""MG"", ""route"": ""Oral"", ""doseAmount"": ""40"", ""indication"": ""Plasma cell myeloma"", ""drugSequence"": ""3""}"
