_id,properties
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4483,"{""closeness"": 0.8756906077348067, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 2.7855430301239616, ""description"": ""Headache"", ""betweenness"": 0.0, ""eigenvector"": 0.016913986955004293}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4484,"{""closeness"": 0.8557213930348259, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 1.5272091502485308, ""description"": ""Malaise"", ""betweenness"": 0.0, ""eigenvector"": 0.00889228163205302}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4485,"{""closeness"": 0.7241379310344828, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.23747409262522953, ""description"": ""Poor quality sleep"", ""betweenness"": 0.0, ""eigenvector"": 0.0008083925469082881}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4486,"{""closeness"": 0.9322916666666666, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 1.9810744346389915, ""description"": ""Sinusitis"", ""betweenness"": 0.0, ""eigenvector"": 0.010322508162501692}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4487,"{""closeness"": 0.6666666666666666, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.17888098975578717, ""description"": ""Diverticular perforation"", ""betweenness"": 0.0, ""eigenvector"": 0.00012437116278065597}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4488,"{""closeness"": 0.8840125391849529, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 2.5446959860442995, ""description"": ""Dyspnoea"", ""betweenness"": 0.0, ""eigenvector"": 0.01523502537578193}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4489,"{""closeness"": 0.7674418604651163, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.38258689566426696, ""description"": ""Cardiac failure congestive"", ""betweenness"": 0.0, ""eigenvector"": 0.0014302301688424988}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4490,"{""closeness"": 0.7, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.2493511244720855, ""description"": ""Coronary artery disease"", ""betweenness"": 0.0, ""eigenvector"": 0.0004974737359411825}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4491,"{""closeness"": 0.8368794326241135, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 1.1172285515524223, ""description"": ""Sepsis"", ""betweenness"": 0.0, ""eigenvector"": 0.005907461046768812}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4492,"{""closeness"": 0.7272727272727273, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.3009744389686962, ""description"": ""Basal cell carcinoma"", ""betweenness"": 0.0, ""eigenvector"": 0.0006218412603280244}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4493,"{""closeness"": 0.75, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.2580061219499711, ""description"": ""Squamous cell carcinoma of skin"", ""betweenness"": 0.0, ""eigenvector"": 0.00037310621155434024}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4494,"{""closeness"": 0.7586206896551724, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.30345473522374655, ""description"": ""Pancytopenia"", ""betweenness"": 0.0, ""eigenvector"": 0.0009327600712951304}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4495,"{""closeness"": 0.9045936395759717, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 2.662554866997418, ""description"": ""Pneumonia"", ""betweenness"": 0.0, ""eigenvector"": 0.014240085180687199}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4496,"{""closeness"": 0.8128654970760234, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 1.145797389039594, ""description"": ""Dehydration"", ""betweenness"": 0.0, ""eigenvector"": 0.006653666193089865}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4497,"{""closeness"": 0.75, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.18724276114510494, ""description"": ""Pneumonia respiratory syncytial viral"", ""betweenness"": 0.0, ""eigenvector"": 0.00012437116278065597}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4498,"{""closeness"": 0.7368421052631579, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.30796330225516033, ""description"": ""Cardiac disorder"", ""betweenness"": 0.0, ""eigenvector"": 0.0011193113578753936}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4499,"{""closeness"": 0.8125, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.8957541734340877, ""description"": ""Chest pain"", ""betweenness"": 0.0, ""eigenvector"": 0.0049747046138675}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4500,"{""closeness"": 0.8512396694214877, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.8304549346293727, ""description"": ""Condition aggravated"", ""betweenness"": 0.0, ""eigenvector"": 0.005285623424834604}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4501,"{""closeness"": 0.6666666666666666, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.1558576086956522, ""description"": ""Coronary angioplasty"", ""betweenness"": 0.0, ""eigenvector"": 6.218740058723483e-05}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4502,"{""closeness"": 0.6666666666666666, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.1558576086956522, ""description"": ""Coronary arterial stent insertion"", ""betweenness"": 0.0, ""eigenvector"": 6.218740058723483e-05}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4503,"{""closeness"": 0.6666666666666666, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.1622990149456522, ""description"": ""Libido decreased"", ""betweenness"": 0.0, ""eigenvector"": 0.00012437116278065597}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4504,"{""closeness"": 0.8255813953488372, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.5947495221434482, ""description"": ""Migraine"", ""betweenness"": 0.0, ""eigenvector"": 0.003482294321225394}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4505,"{""closeness"": 0.8449197860962567, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 1.4230530334734337, ""description"": ""Weight decreased"", ""betweenness"": 0.0, ""eigenvector"": 0.00802170896134513}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4506,"{""closeness"": 0.8181818181818182, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 1.0301020667760847, ""description"": ""Hypotension"", ""betweenness"": 0.0, ""eigenvector"": 0.005658725997995133}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4507,"{""closeness"": 0.6666666666666666, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.1682413523976024, ""description"": ""Biliary dyskinesia"", ""betweenness"": 0.0, ""eigenvector"": 6.218740058723483e-05}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4508,"{""closeness"": 0.68, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.2745038351632186, ""description"": ""Cholecystitis"", ""betweenness"": 0.0, ""eigenvector"": 0.0005596574981346033}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4509,"{""closeness"": 0.7142857142857143, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.24650195297363375, ""description"": ""Angina pectoris"", ""betweenness"": 0.0, ""eigenvector"": 0.0005596574981346033}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4510,"{""closeness"": 0.6666666666666666, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.17856473594917555, ""description"": ""Lower gastrointestinal haemorrhage"", ""betweenness"": 0.0, ""eigenvector"": 0.00018655492497407695}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4511,"{""closeness"": 0.7272727272727273, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.25808219536166405, ""description"": ""Non-cardiac chest pain"", ""betweenness"": 0.0, ""eigenvector"": 0.0006218412603280244}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4512,"{""closeness"": 0.8833333333333333, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 1.7487029911624183, ""description"": ""Pyrexia"", ""betweenness"": 0.0, ""eigenvector"": 0.011441815881983272}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4513,"{""closeness"": 0.8208955223880597, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.5195530900643147, ""description"": ""Renal failure"", ""betweenness"": 0.0, ""eigenvector"": 0.00267390541271092}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4514,"{""closeness"": 0.6666666666666666, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.16160813334392882, ""description"": ""Chronic gastritis"", ""betweenness"": 0.0, ""eigenvector"": 6.218740058723483e-05}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4515,"{""closeness"": 0.6774193548387096, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.2443205414466968, ""description"": ""Gastrointestinal haemorrhage"", ""betweenness"": 0.0, ""eigenvector"": 0.000684025022521446}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4516,"{""closeness"": 0.7846153846153846, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.5554764350715841, ""description"": ""Haemoglobin decreased"", ""betweenness"": 0.0, ""eigenvector"": 0.0023008028395503943}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4517,"{""closeness"": 0.75, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.17012076446280996, ""description"": ""Small intestinal haemorrhage"", ""betweenness"": 0.0, ""eigenvector"": 0.00012437116278065597}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4518,"{""closeness"": 0.835820895522388, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.7379906539641718, ""description"": ""Neutropenia"", ""betweenness"": 0.0, ""eigenvector"": 0.002798272937097762}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4519,"{""closeness"": 0.8114754098360656, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.8348395472444282, ""description"": ""Anaemia"", ""betweenness"": 0.0, ""eigenvector"": 0.004725969565093813}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4520,"{""closeness"": 0.7037037037037037, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.2529123794279466, ""description"": ""Pericardial effusion"", ""betweenness"": 0.0, ""eigenvector"": 0.000684025022521446}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4521,"{""closeness"": 0.7719298245614035, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.4229746068175961, ""description"": ""Pleural effusion"", ""betweenness"": 0.0, ""eigenvector"": 0.001927700266389867}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4522,"{""closeness"": 0.6976744186046512, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.34822055837380367, ""description"": ""Pancreatitis"", ""betweenness"": 0.0, ""eigenvector"": 0.0010571275956819724}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4523,"{""closeness"": 0.8108108108108109, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.7404830782610148, ""description"": ""Chills"", ""betweenness"": 0.0, ""eigenvector"": 0.004290683229739866}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4524,"{""closeness"": 0.8914728682170543, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 2.8017720693291337, ""description"": ""Fatigue"", ""betweenness"": 0.0, ""eigenvector"": 0.01884168358300036}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4525,"{""closeness"": 0.76, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.2493977045700615, ""description"": ""Eye disorder"", ""betweenness"": 0.0, ""eigenvector"": 0.0008083925469082881}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4526,"{""closeness"": 0.6944444444444444, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.2845397887252468, ""description"": ""Eye swelling"", ""betweenness"": 0.0, ""eigenvector"": 0.0008705763091017089}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4527,"{""closeness"": 0.6666666666666666, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.1563855628654971, ""description"": ""Herpes ophthalmic"", ""betweenness"": 0.0, ""eigenvector"": 6.218740058723483e-05}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4528,"{""closeness"": 0.796875, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.46769772510940394, ""description"": ""Visual impairment"", ""betweenness"": 0.0, ""eigenvector"": 0.002362986601743814}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4529,"{""closeness"": 0.7291666666666666, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.35696639828793475, ""description"": ""Septic shock"", ""betweenness"": 0.0, ""eigenvector"": 0.0013680464066490776}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4530,"{""closeness"": 0.6666666666666666, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.17990788160632665, ""description"": ""Urinary tract infection bacterial"", ""betweenness"": 0.0, ""eigenvector"": 0.0002487386871674981}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4531,"{""closeness"": 0.8308823529411765, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.874847938957395, ""description"": ""Anxiety"", ""betweenness"": 0.0, ""eigenvector"": 0.005596542235801709}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4532,"{""closeness"": 0.7, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.19699829018776868, ""description"": ""Autism spectrum disorder"", ""betweenness"": 0.0, ""eigenvector"": 0.0002487386871674981}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4533,"{""closeness"": 0.7142857142857143, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.17132639215225565, ""description"": ""Fear"", ""betweenness"": 0.0, ""eigenvector"": 0.00018655492497407695}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4534,"{""closeness"": 0.8484848484848485, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 1.434356686792144, ""description"": ""Pruritus"", ""betweenness"": 0.0, ""eigenvector"": 0.007151136290637234}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4535,"{""closeness"": 0.8466257668711656, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 1.518419258915737, ""description"": ""Rash"", ""betweenness"": 0.0, ""eigenvector"": 0.007026768766250392}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4536,"{""closeness"": 0.6666666666666666, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.15853168859649125, ""description"": ""Social anxiety disorder"", ""betweenness"": 0.0, ""eigenvector"": 6.218740058723483e-05}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4537,"{""closeness"": 0.8450704225352113, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.6281568521285731, ""description"": ""Cellulitis"", ""betweenness"": 0.0, ""eigenvector"": 0.003047007985871446}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4538,"{""closeness"": 0.6923076923076923, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.18612137677924637, ""description"": ""Feeling jittery"", ""betweenness"": 0.0, ""eigenvector"": 0.0003109224493609193}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4539,"{""closeness"": 0.7777777777777778, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.33543517870479733, ""description"": ""Irritability"", ""betweenness"": 0.0, ""eigenvector"": 0.0012436788822622357}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4540,"{""closeness"": 0.6666666666666666, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.16347250000000002, ""description"": ""Listless"", ""betweenness"": 0.0, ""eigenvector"": 6.218740058723483e-05}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4541,"{""closeness"": 0.8656716417910447, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 2.6565982995991257, ""description"": ""Off label use"", ""betweenness"": 0.0, ""eigenvector"": 0.01218802102830431}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4542,"{""closeness"": 0.8163265306122449, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.9735428479713714, ""description"": ""Hypertension"", ""betweenness"": 0.0, ""eigenvector"": 0.005783093522381973}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4543,"{""closeness"": 0.8125, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.8607731257502429, ""description"": ""Peripheral swelling"", ""betweenness"": 0.0, ""eigenvector"": 0.004352866991933288}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4544,"{""closeness"": 0.7241379310344828, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.3344877257664443, ""description"": ""Pollakiuria"", ""betweenness"": 0.0, ""eigenvector"": 0.0016167814554227627}"
4:a4ea6acb-b5fc-4a33-a21a-e4f10b877c39:4545,"{""closeness"": 0.6666666666666666, ""class_id"": 2, ""degree"": 0.0, ""classe"": 2, ""pagerank"": 0.17650061602848993, ""description"": ""Restless legs syndrome"", ""betweenness"": 0.0, ""eigenvector"": 0.0003109224493609193}"
